quality_id,supplier_id,month,inspection_score,defect_rate,return_rate,complaints
QUA_SUP000028_41,SUP000028,Month_41,88.2,1.32,1.01,0
QUA_SUP000028_42,SUP000028,Month_42,92.2,0.94,0.59,0
QUA_SUP000028_43,SUP000028,Month_43,89.4,1.36,1.1,0
QUA_SUP000028_44,SUP000028,Month_44,91.0,1.26,1.1,0
QUA_SUP000028_45,SUP000028,Month_45,90.5,1.74,1.18,0
QUA_SUP000028_46,SUP000028,Month_46,92.7,1.43,1.08,0
QUA_SUP000028_47,SUP000028,Month_47,90.5,1.2,1.04,0
QUA_SUP000028_48,SUP000028,Month_48,95.9,1.59,1.43,0
QUA_SUP000028_49,SUP000028,Month_49,91.6,0.55,0.35,0
QUA_SUP000028_50,SUP000028,Month_50,89.9,1.37,1.17,0
QUA_SUP000028_51,SUP000028,Month_51,89.3,1.3,1.0,0
QUA_SUP000028_52,SUP000028,Month_52,95.2,0.62,0.51,0
QUA_SUP000028_53,SUP000028,Month_53,94.9,0.77,0.5,0
QUA_SUP000028_54,SUP000028,Month_54,88.1,1.63,1.44,0
QUA_SUP000028_55,SUP000028,Month_55,92.2,1.77,1.13,0
QUA_SUP000028_56,SUP000028,Month_56,91.5,1.63,1.22,0
QUA_SUP000028_57,SUP000028,Month_57,91.1,1.06,0.8,0
QUA_SUP000028_58,SUP000028,Month_58,93.3,0.94,0.7,0
QUA_SUP000028_59,SUP000028,Month_59,92.2,1.46,1.31,0
QUA_SUP000028_60,SUP000028,Month_60,93.8,0.69,0.52,0
QUA_SUP000029_01,SUP000029,Month_01,92.3,1.74,1.06,0
QUA_SUP000029_02,SUP000029,Month_02,94.7,2.08,1.5,0
QUA_SUP000029_03,SUP000029,Month_03,90.7,1.8,1.41,0
QUA_SUP000029_04,SUP000029,Month_04,91.7,1.5,0.91,0
QUA_SUP000029_05,SUP000029,Month_05,90.4,1.41,1.15,0
QUA_SUP000029_06,SUP000029,Month_06,87.0,2.49,2.11,0
QUA_SUP000029_07,SUP000029,Month_07,91.5,1.41,0.88,0
QUA_SUP000029_08,SUP000029,Month_08,88.1,2.09,1.67,0
QUA_SUP000029_09,SUP000029,Month_09,86.3,0.98,0.8,0
QUA_SUP000029_10,SUP000029,Month_10,93.3,1.12,1.01,0
QUA_SUP000029_11,SUP000029,Month_11,89.7,2.21,1.83,0
QUA_SUP000029_12,SUP000029,Month_12,93.4,0.84,0.51,0
QUA_SUP000029_13,SUP000029,Month_13,87.5,1.68,1.04,0
QUA_SUP000029_14,SUP000029,Month_14,91.3,2.08,1.51,0
QUA_SUP000029_15,SUP000029,Month_15,92.1,2.1,1.73,0
QUA_SUP000029_16,SUP000029,Month_16,94.4,1.18,0.72,0
QUA_SUP000029_17,SUP000029,Month_17,93.0,2.15,1.75,2
QUA_SUP000029_18,SUP000029,Month_18,90.7,2.31,1.74,0
QUA_SUP000029_19,SUP000029,Month_19,87.7,1.26,0.82,0
QUA_SUP000029_20,SUP000029,Month_20,92.0,1.54,1.26,0
QUA_SUP000029_21,SUP000029,Month_21,90.4,2.27,2.0,0
QUA_SUP000029_22,SUP000029,Month_22,86.8,1.5,0.92,0
QUA_SUP000029_23,SUP000029,Month_23,89.7,1.29,1.11,0
QUA_SUP000029_24,SUP000029,Month_24,93.1,1.47,1.08,0
QUA_SUP000029_25,SUP000029,Month_25,89.3,1.47,1.18,0
QUA_SUP000029_26,SUP000029,Month_26,85.9,1.82,1.18,0
QUA_SUP000029_27,SUP000029,Month_27,86.0,2.5,1.7,0
QUA_SUP000029_28,SUP000029,Month_28,89.8,1.4,1.2,0
QUA_SUP000029_29,SUP000029,Month_29,93.1,1.13,0.79,0
QUA_SUP000029_30,SUP000029,Month_30,86.3,1.05,0.69,0
QUA_SUP000029_31,SUP000029,Month_31,94.7,1.48,1.32,0
QUA_SUP000029_32,SUP000029,Month_32,87.3,1.17,1.0,0
QUA_SUP000029_33,SUP000029,Month_33,88.9,2.42,1.64,0
QUA_SUP000029_34,SUP000029,Month_34,86.7,2.37,2.1,0
QUA_SUP000029_35,SUP000029,Month_35,87.2,0.82,0.71,0
QUA_SUP000029_36,SUP000029,Month_36,92.6,2.5,1.84,0
QUA_SUP000029_37,SUP000029,Month_37,92.8,1.24,1.03,0
QUA_SUP000029_38,SUP000029,Month_38,92.3,1.19,0.74,0
QUA_SUP000029_39,SUP000029,Month_39,90.1,1.05,0.68,0
QUA_SUP000029_40,SUP000029,Month_40,89.6,2.07,1.47,0
QUA_SUP000029_41,SUP000029,Month_41,86.3,2.0,1.32,0
QUA_SUP000029_42,SUP000029,Month_42,92.6,1.78,1.59,0
QUA_SUP000029_43,SUP000029,Month_43,85.6,2.16,1.84,0
QUA_SUP000029_44,SUP000029,Month_44,93.8,1.48,1.3,0
QUA_SUP000029_45,SUP000029,Month_45,89.1,2.38,1.57,0
QUA_SUP000029_46,SUP000029,Month_46,89.9,1.19,1.07,0
QUA_SUP000029_47,SUP000029,Month_47,86.3,1.71,1.21,0
QUA_SUP000029_48,SUP000029,Month_48,89.0,2.11,1.76,0
QUA_SUP000029_49,SUP000029,Month_49,87.3,1.04,0.87,0
QUA_SUP000029_50,SUP000029,Month_50,93.5,1.17,0.94,0
QUA_SUP000029_51,SUP000029,Month_51,86.9,2.08,1.38,0
QUA_SUP000029_52,SUP000029,Month_52,85.4,2.18,1.77,0
QUA_SUP000029_53,SUP000029,Month_53,93.2,2.05,1.67,0
QUA_SUP000029_54,SUP000029,Month_54,85.5,1.72,1.34,0
QUA_SUP000029_55,SUP000029,Month_55,86.4,1.15,1.02,0
QUA_SUP000029_56,SUP000029,Month_56,85.3,2.06,1.24,0
QUA_SUP000029_57,SUP000029,Month_57,87.0,1.2,0.99,0
QUA_SUP000029_58,SUP000029,Month_58,91.8,1.87,1.43,0
QUA_SUP000029_59,SUP000029,Month_59,93.1,1.16,0.79,0
QUA_SUP000029_60,SUP000029,Month_60,89.0,2.1,1.31,0
QUA_SUP000030_01,SUP000030,Month_01,47.9,14.59,9.43,0
QUA_SUP000030_02,SUP000030,Month_02,60.2,9.26,6.77,3
QUA_SUP000030_03,SUP000030,Month_03,68.0,13.72,10.26,4
QUA_SUP000030_04,SUP000030,Month_04,52.2,19.01,16.84,2
QUA_SUP000030_05,SUP000030,Month_05,50.3,7.76,5.05,4
QUA_SUP000030_06,SUP000030,Month_06,50.7,15.03,10.21,4
QUA_SUP000030_07,SUP000030,Month_07,46.0,19.2,11.6,2
QUA_SUP000030_08,SUP000030,Month_08,56.3,16.29,14.56,4
QUA_SUP000030_09,SUP000030,Month_09,63.3,19.18,16.56,4
QUA_SUP000030_10,SUP000030,Month_10,58.1,17.96,13.77,4
QUA_SUP000030_11,SUP000030,Month_11,52.7,13.07,11.21,2
QUA_SUP000030_12,SUP000030,Month_12,51.4,12.89,8.59,2
QUA_SUP000030_13,SUP000030,Month_13,54.6,18.89,16.9,0
QUA_SUP000030_14,SUP000030,Month_14,53.8,6.19,4.96,2
QUA_SUP000030_15,SUP000030,Month_15,56.2,20.44,13.11,0
QUA_SUP000030_16,SUP000030,Month_16,66.4,14.24,9.21,2
QUA_SUP000030_17,SUP000030,Month_17,66.6,8.71,7.03,2
QUA_SUP000030_18,SUP000030,Month_18,58.5,7.81,6.63,0
QUA_SUP000030_19,SUP000030,Month_19,50.3,18.85,13.66,0
QUA_SUP000030_20,SUP000030,Month_20,69.0,8.48,6.5,0
QUA_SUP000030_21,SUP000030,Month_21,51.5,12.61,9.18,3
QUA_SUP000030_22,SUP000030,Month_22,62.7,9.23,6.11,0
QUA_SUP000030_23,SUP000030,Month_23,66.3,19.59,16.0,2
QUA_SUP000030_24,SUP000030,Month_24,54.0,14.79,12.6,2
QUA_SUP000030_25,SUP000030,Month_25,59.2,15.93,9.74,2
QUA_SUP000030_26,SUP000030,Month_26,55.1,15.9,11.44,4
QUA_SUP000030_27,SUP000030,Month_27,67.2,14.15,12.68,2
QUA_SUP000030_28,SUP000030,Month_28,47.4,9.04,7.19,0
QUA_SUP000030_29,SUP000030,Month_29,51.6,20.98,15.87,0
QUA_SUP000030_30,SUP000030,Month_30,63.2,14.67,13.21,2
QUA_SUP000030_31,SUP000030,Month_31,47.3,20.5,16.34,2
QUA_SUP000030_32,SUP000030,Month_32,69.5,17.98,12.68,0
QUA_SUP000030_33,SUP000030,Month_33,48.9,9.92,6.3,2
QUA_SUP000030_34,SUP000030,Month_34,66.8,17.24,12.76,0
QUA_SUP000030_35,SUP000030,Month_35,62.1,13.11,10.65,3
QUA_SUP000030_36,SUP000030,Month_36,52.7,16.65,14.68,0
QUA_SUP000030_37,SUP000030,Month_37,64.7,9.79,8.66,0
QUA_SUP000030_38,SUP000030,Month_38,47.4,16.34,13.37,3
QUA_SUP000030_39,SUP000030,Month_39,59.5,19.89,16.33,3
QUA_SUP000030_40,SUP000030,Month_40,65.5,18.1,14.71,4
QUA_SUP000030_41,SUP000030,Month_41,59.3,9.87,6.14,0
QUA_SUP000030_42,SUP000030,Month_42,51.2,14.61,9.63,2
QUA_SUP000030_43,SUP000030,Month_43,47.6,17.45,12.61,2
QUA_SUP000030_44,SUP000030,Month_44,67.7,11.91,9.2,2
QUA_SUP000030_45,SUP000030,Month_45,49.4,12.0,8.74,4
QUA_SUP000030_46,SUP000030,Month_46,57.3,13.32,10.26,0
QUA_SUP000030_47,SUP000030,Month_47,54.0,14.38,8.94,0
QUA_SUP000030_48,SUP000030,Month_48,65.8,10.63,7.93,3
QUA_SUP000030_49,SUP000030,Month_49,70.0,7.09,4.99,3
QUA_SUP000030_50,SUP000030,Month_50,64.4,20.94,12.71,4
QUA_SUP000030_51,SUP000030,Month_51,58.7,14.17,9.77,4
QUA_SUP000030_52,SUP000030,Month_52,55.8,13.37,8.55,0
QUA_SUP000030_53,SUP000030,Month_53,50.0,15.1,12.14,4
QUA_SUP000030_54,SUP000030,Month_54,57.3,12.09,8.57,2
QUA_SUP000030_55,SUP000030,Month_55,45.7,7.41,4.63,0
QUA_SUP000030_56,SUP000030,Month_56,60.2,11.01,8.35,3
QUA_SUP000030_57,SUP000030,Month_57,45.0,10.25,8.45,4
QUA_SUP000030_58,SUP000030,Month_58,55.3,9.77,7.67,3
QUA_SUP000030_59,SUP000030,Month_59,64.0,9.92,7.7,0
QUA_SUP000030_60,SUP000030,Month_60,45.3,6.04,4.94,0
QUA_SUP000031_01,SUP000031,Month_01,85.4,1.89,1.44,0
QUA_SUP000031_02,SUP000031,Month_02,90.2,2.05,1.72,0
QUA_SUP000031_03,SUP000031,Month_03,88.7,1.2,1.02,0
QUA_SUP000031_04,SUP000031,Month_04,86.8,1.97,1.21,0
QUA_SUP000031_05,SUP000031,Month_05,91.0,1.27,0.97,1
QUA_SUP000031_06,SUP000031,Month_06,89.9,1.62,1.03,0
QUA_SUP000031_07,SUP000031,Month_07,86.9,1.07,0.83,0
QUA_SUP000031_08,SUP000031,Month_08,91.6,1.13,0.93,0
QUA_SUP000031_09,SUP000031,Month_09,86.2,1.19,1.06,0
QUA_SUP000031_10,SUP000031,Month_10,93.0,1.03,0.69,0
QUA_SUP000031_11,SUP000031,Month_11,89.4,1.58,1.15,0
QUA_SUP000031_12,SUP000031,Month_12,94.1,0.81,0.55,0
QUA_SUP000031_13,SUP000031,Month_13,91.5,1.97,1.66,0
QUA_SUP000031_14,SUP000031,Month_14,89.4,2.22,1.76,0
QUA_SUP000031_15,SUP000031,Month_15,85.6,1.35,1.01,0
QUA_SUP000031_16,SUP000031,Month_16,91.6,2.03,1.7,0
QUA_SUP000031_17,SUP000031,Month_17,90.6,1.58,1.04,0
QUA_SUP000031_18,SUP000031,Month_18,94.1,1.94,1.29,0
QUA_SUP000031_19,SUP000031,Month_19,91.4,1.15,0.78,0
QUA_SUP000031_20,SUP000031,Month_20,94.2,0.93,0.75,2
QUA_SUP000031_21,SUP000031,Month_21,89.9,0.85,0.66,0
QUA_SUP000031_22,SUP000031,Month_22,94.0,1.58,0.97,0
QUA_SUP000031_23,SUP000031,Month_23,87.7,0.86,0.72,0
QUA_SUP000031_24,SUP000031,Month_24,88.8,1.99,1.42,0
QUA_SUP000031_25,SUP000031,Month_25,91.4,2.49,1.63,0
QUA_SUP000031_26,SUP000031,Month_26,91.1,1.14,0.88,0
QUA_SUP000031_27,SUP000031,Month_27,89.1,1.44,1.22,0
QUA_SUP000031_28,SUP000031,Month_28,89.6,0.81,0.61,0
QUA_SUP000031_29,SUP000031,Month_29,88.2,0.83,0.64,0
QUA_SUP000031_30,SUP000031,Month_30,87.7,2.12,1.64,0
QUA_SUP000031_31,SUP000031,Month_31,94.2,1.25,0.79,0
QUA_SUP000031_32,SUP000031,Month_32,92.9,0.91,0.63,0
QUA_SUP000031_33,SUP000031,Month_33,93.6,2.13,1.65,0
QUA_SUP000031_34,SUP000031,Month_34,87.6,1.13,0.77,0
QUA_SUP000031_35,SUP000031,Month_35,90.8,1.0,0.88,0
QUA_SUP000031_36,SUP000031,Month_36,86.1,1.69,1.05,0
QUA_SUP000031_37,SUP000031,Month_37,90.5,1.89,1.37,0
QUA_SUP000031_38,SUP000031,Month_38,93.9,1.86,1.18,0
QUA_SUP000031_39,SUP000031,Month_39,94.6,2.1,1.8,0
QUA_SUP000031_40,SUP000031,Month_40,90.9,1.43,1.27,0
QUA_SUP000031_41,SUP000031,Month_41,88.2,1.7,1.43,0
QUA_SUP000031_42,SUP000031,Month_42,93.9,0.93,0.58,0
QUA_SUP000031_43,SUP000031,Month_43,92.2,0.86,0.57,1
QUA_SUP000031_44,SUP000031,Month_44,89.6,1.47,1.17,0
QUA_SUP000031_45,SUP000031,Month_45,93.7,2.22,1.52,0
QUA_SUP000031_46,SUP000031,Month_46,94.3,1.97,1.41,0
QUA_SUP000031_47,SUP000031,Month_47,88.0,2.4,2.09,0
QUA_SUP000031_48,SUP000031,Month_48,87.8,2.48,1.49,1
QUA_SUP000031_49,SUP000031,Month_49,86.8,1.01,0.68,0
QUA_SUP000031_50,SUP000031,Month_50,92.1,2.15,1.69,0
QUA_SUP000031_51,SUP000031,Month_51,92.0,1.04,0.71,0
QUA_SUP000031_52,SUP000031,Month_52,87.8,1.63,1.4,0
QUA_SUP000031_53,SUP000031,Month_53,92.5,1.22,0.84,0
QUA_SUP000031_54,SUP000031,Month_54,87.8,1.45,0.9,0
QUA_SUP000031_55,SUP000031,Month_55,94.5,1.86,1.31,0
QUA_SUP000031_56,SUP000031,Month_56,94.3,1.6,0.99,0
QUA_SUP000031_57,SUP000031,Month_57,91.6,1.51,1.27,0
QUA_SUP000031_58,SUP000031,Month_58,87.5,1.77,1.52,0
QUA_SUP000031_59,SUP000031,Month_59,85.8,1.55,1.39,0
QUA_SUP000031_60,SUP000031,Month_60,88.6,1.47,1.03,0
QUA_SUP000032_01,SUP000032,Month_01,45.6,18.7,11.35,1
QUA_SUP000032_02,SUP000032,Month_02,48.9,11.41,9.62,0
QUA_SUP000032_03,SUP000032,Month_03,53.9,8.97,6.55,0
QUA_SUP000032_04,SUP000032,Month_04,47.3,12.51,9.66,0
QUA_SUP000032_05,SUP000032,Month_05,69.8,18.82,15.89,2
QUA_SUP000032_06,SUP000032,Month_06,48.5,15.48,10.46,3
QUA_SUP000032_07,SUP000032,Month_07,45.8,14.45,10.4,2
QUA_SUP000032_08,SUP000032,Month_08,48.4,16.03,13.91,1
QUA_SUP000032_09,SUP000032,Month_09,47.6,13.15,8.69,2
QUA_SUP000032_10,SUP000032,Month_10,62.1,17.61,11.71,4
QUA_SUP000032_11,SUP000032,Month_11,54.3,15.74,10.53,4
QUA_SUP000032_12,SUP000032,Month_12,62.0,16.39,12.71,0
QUA_SUP000032_13,SUP000032,Month_13,51.2,15.52,11.68,0
QUA_SUP000032_14,SUP000032,Month_14,58.3,20.22,17.82,0
QUA_SUP000032_15,SUP000032,Month_15,56.5,14.6,9.44,0
QUA_SUP000032_16,SUP000032,Month_16,68.1,12.41,10.37,2
QUA_SUP000032_17,SUP000032,Month_17,57.5,19.65,15.15,2
QUA_SUP000032_18,SUP000032,Month_18,63.1,11.04,9.27,0
QUA_SUP000032_19,SUP000032,Month_19,60.1,17.23,12.17,0
QUA_SUP000032_20,SUP000032,Month_20,60.6,18.64,15.28,0
QUA_SUP000032_21,SUP000032,Month_21,66.9,8.6,7.03,0
QUA_SUP000032_22,SUP000032,Month_22,63.1,13.4,11.55,0
QUA_SUP000032_23,SUP000032,Month_23,62.0,18.95,15.92,0
QUA_SUP000032_24,SUP000032,Month_24,56.0,7.6,5.08,0
QUA_SUP000032_25,SUP000032,Month_25,66.3,19.98,13.66,3
QUA_SUP000032_26,SUP000032,Month_26,45.6,9.2,8.18,0
QUA_SUP000032_27,SUP000032,Month_27,54.9,15.98,10.21,2
QUA_SUP000032_28,SUP000032,Month_28,54.7,12.93,11.32,0
QUA_SUP000032_29,SUP000032,Month_29,51.8,6.46,5.16,0
QUA_SUP000032_30,SUP000032,Month_30,69.5,10.17,8.92,2
QUA_SUP000032_31,SUP000032,Month_31,53.4,11.5,7.18,2
QUA_SUP000032_32,SUP000032,Month_32,58.8,9.47,5.91,3
QUA_SUP000032_33,SUP000032,Month_33,48.1,6.24,3.76,2
QUA_SUP000032_34,SUP000032,Month_34,48.4,19.04,12.17,4
QUA_SUP000032_35,SUP000032,Month_35,63.0,8.43,6.26,0
QUA_SUP000032_36,SUP000032,Month_36,61.2,16.19,11.36,4
QUA_SUP000032_37,SUP000032,Month_37,53.9,17.9,15.74,0
QUA_SUP000032_38,SUP000032,Month_38,69.4,20.21,14.81,0
QUA_SUP000032_39,SUP000032,Month_39,68.3,12.3,9.16,4
QUA_SUP000032_40,SUP000032,Month_40,51.8,9.09,6.03,0
QUA_SUP000032_41,SUP000032,Month_41,62.5,9.26,7.64,0
QUA_SUP000032_42,SUP000032,Month_42,65.5,20.92,15.42,0
QUA_SUP000032_43,SUP000032,Month_43,63.3,8.0,5.86,2
QUA_SUP000032_44,SUP000032,Month_44,69.1,15.12,12.56,0
QUA_SUP000032_45,SUP000032,Month_45,59.5,7.2,6.39,2
QUA_SUP000032_46,SUP000032,Month_46,48.0,6.18,4.41,0
QUA_SUP000032_47,SUP000032,Month_47,57.2,17.35,10.76,0
QUA_SUP000032_48,SUP000032,Month_48,49.8,15.42,10.42,4
QUA_SUP000032_49,SUP000032,Month_49,69.9,13.83,12.27,2
QUA_SUP000032_50,SUP000032,Month_50,59.2,17.81,15.87,1
QUA_SUP000032_51,SUP000032,Month_51,68.2,11.15,9.61,0
QUA_SUP000032_52,SUP000032,Month_52,46.7,19.54,14.52,0
QUA_SUP000032_53,SUP000032,Month_53,47.8,6.4,4.19,1
QUA_SUP000032_54,SUP000032,Month_54,59.0,14.39,8.92,1
QUA_SUP000032_55,SUP000032,Month_55,56.3,6.45,5.44,0
QUA_SUP000032_56,SUP000032,Month_56,69.7,6.78,5.33,0
QUA_SUP000032_57,SUP000032,Month_57,66.0,13.01,11.12,2
QUA_SUP000032_58,SUP000032,Month_58,67.6,7.58,4.85,0
QUA_SUP000032_59,SUP000032,Month_59,56.9,8.89,7.86,3
QUA_SUP000032_60,SUP000032,Month_60,68.5,17.13,12.94,3
QUA_SUP000033_01,SUP000033,Month_01,86.9,1.47,1.0,0
QUA_SUP000033_02,SUP000033,Month_02,86.7,1.55,1.29,0
QUA_SUP000033_03,SUP000033,Month_03,86.7,0.87,0.67,0
QUA_SUP000033_04,SUP000033,Month_04,85.8,1.97,1.73,0
QUA_SUP000033_05,SUP000033,Month_05,88.4,1.89,1.15,0
QUA_SUP000033_06,SUP000033,Month_06,94.5,0.82,0.69,0
QUA_SUP000033_07,SUP000033,Month_07,85.8,1.69,1.41,0
QUA_SUP000033_08,SUP000033,Month_08,85.6,1.38,1.02,0
QUA_SUP000033_09,SUP000033,Month_09,93.0,0.8,0.55,0
QUA_SUP000033_10,SUP000033,Month_10,88.2,1.73,1.25,0
QUA_SUP000033_11,SUP000033,Month_11,89.9,0.91,0.76,0
QUA_SUP000033_12,SUP000033,Month_12,90.0,1.54,1.21,0
QUA_SUP000033_13,SUP000033,Month_13,85.5,0.81,0.65,0
QUA_SUP000033_14,SUP000033,Month_14,87.3,0.84,0.62,0
QUA_SUP000033_15,SUP000033,Month_15,87.7,1.3,0.8,0
QUA_SUP000033_16,SUP000033,Month_16,94.3,1.19,0.83,0
QUA_SUP000033_17,SUP000033,Month_17,94.0,0.94,0.82,0
QUA_SUP000033_18,SUP000033,Month_18,89.4,1.57,1.22,0
QUA_SUP000033_19,SUP000033,Month_19,89.4,2.38,1.53,0
QUA_SUP000033_20,SUP000033,Month_20,86.9,0.84,0.72,0
QUA_SUP000033_21,SUP000033,Month_21,90.5,1.2,0.72,0
QUA_SUP000033_22,SUP000033,Month_22,86.1,2.08,1.29,0
QUA_SUP000033_23,SUP000033,Month_23,86.9,0.85,0.74,0
QUA_SUP000033_24,SUP000033,Month_24,93.5,1.71,1.06,0
QUA_SUP000033_25,SUP000033,Month_25,91.2,0.87,0.53,0
QUA_SUP000033_26,SUP000033,Month_26,88.0,1.48,0.92,0
QUA_SUP000033_27,SUP000033,Month_27,91.7,1.88,1.6,0
QUA_SUP000033_28,SUP000033,Month_28,93.6,1.61,1.0,0
QUA_SUP000033_29,SUP000033,Month_29,85.9,0.88,0.63,0
QUA_SUP000033_30,SUP000033,Month_30,90.4,2.4,2.05,0
QUA_SUP000033_31,SUP000033,Month_31,90.7,2.35,1.8,0
QUA_SUP000033_32,SUP000033,Month_32,94.5,1.87,1.17,0
QUA_SUP000033_33,SUP000033,Month_33,93.9,2.14,1.44,0
QUA_SUP000033_34,SUP000033,Month_34,85.6,2.06,1.61,2
QUA_SUP000033_35,SUP000033,Month_35,88.1,1.31,1.05,0
QUA_SUP000033_36,SUP000033,Month_36,94.4,1.72,1.37,0
QUA_SUP000033_37,SUP000033,Month_37,86.2,0.91,0.58,0
QUA_SUP000033_38,SUP000033,Month_38,95.0,2.41,1.65,0
QUA_SUP000033_39,SUP000033,Month_39,94.1,1.99,1.49,0
QUA_SUP000033_40,SUP000033,Month_40,92.0,1.59,1.15,0
QUA_SUP000033_41,SUP000033,Month_41,85.7,2.26,1.45,2
QUA_SUP000033_42,SUP000033,Month_42,90.6,2.05,1.29,1
QUA_SUP000033_43,SUP000033,Month_43,85.4,1.06,0.67,0
QUA_SUP000033_44,SUP000033,Month_44,89.2,1.36,1.2,0
QUA_SUP000033_45,SUP000033,Month_45,89.8,2.41,2.0,0
QUA_SUP000033_46,SUP000033,Month_46,85.4,2.3,1.84,1
QUA_SUP000033_47,SUP000033,Month_47,90.6,1.23,1.1,0
QUA_SUP000033_48,SUP000033,Month_48,94.6,1.32,0.99,0
QUA_SUP000033_49,SUP000033,Month_49,86.6,1.58,1.01,0
QUA_SUP000033_50,SUP000033,Month_50,93.6,2.04,1.26,0
QUA_SUP000033_51,SUP000033,Month_51,94.2,1.88,1.49,0
QUA_SUP000033_52,SUP000033,Month_52,86.8,1.26,0.97,0
QUA_SUP000033_53,SUP000033,Month_53,89.7,1.2,0.98,0
QUA_SUP000033_54,SUP000033,Month_54,90.0,2.46,2.19,0
QUA_SUP000033_55,SUP000033,Month_55,91.2,2.29,1.5,0
QUA_SUP000033_56,SUP000033,Month_56,91.3,1.38,1.02,0
QUA_SUP000033_57,SUP000033,Month_57,91.8,0.83,0.67,0
QUA_SUP000033_58,SUP000033,Month_58,87.5,2.32,1.82,0
QUA_SUP000033_59,SUP000033,Month_59,90.8,1.48,1.08,0
QUA_SUP000033_60,SUP000033,Month_60,92.1,2.16,1.5,0
QUA_SUP000034_01,SUP000034,Month_01,81.9,2.9,2.03,0
QUA_SUP000034_02,SUP000034,Month_02,86.2,1.67,1.1,0
QUA_SUP000034_03,SUP000034,Month_03,91.7,1.98,1.22,0
QUA_SUP000034_04,SUP000034,Month_04,82.1,2.33,1.59,0
QUA_SUP000034_05,SUP000034,Month_05,91.9,2.67,1.99,0
QUA_SUP000034_06,SUP000034,Month_06,82.6,2.27,1.49,0
QUA_SUP000034_07,SUP000034,Month_07,88.9,2.32,1.5,0
QUA_SUP000034_08,SUP000034,Month_08,83.0,1.69,1.44,0
QUA_SUP000034_09,SUP000034,Month_09,85.4,2.38,1.72,2
QUA_SUP000034_10,SUP000034,Month_10,90.0,2.16,1.52,0
QUA_SUP000034_11,SUP000034,Month_11,89.8,2.66,2.18,0
QUA_SUP000034_12,SUP000034,Month_12,80.7,1.81,1.33,0
QUA_SUP000034_13,SUP000034,Month_13,80.7,2.58,1.64,2
QUA_SUP000034_14,SUP000034,Month_14,90.3,1.8,1.16,0
QUA_SUP000034_15,SUP000034,Month_15,90.2,2.25,1.88,0
QUA_SUP000034_16,SUP000034,Month_16,87.2,2.0,1.3,0
QUA_SUP000034_17,SUP000034,Month_17,88.7,2.91,1.96,0
QUA_SUP000034_18,SUP000034,Month_18,86.0,1.34,0.8,0
QUA_SUP000034_19,SUP000034,Month_19,88.6,1.66,1.13,0
QUA_SUP000034_20,SUP000034,Month_20,85.6,1.99,1.36,1
QUA_SUP000034_21,SUP000034,Month_21,81.1,1.8,1.13,0
QUA_SUP000034_22,SUP000034,Month_22,90.3,1.88,1.6,0
QUA_SUP000034_23,SUP000034,Month_23,81.7,2.8,1.82,0
QUA_SUP000034_24,SUP000034,Month_24,81.6,2.89,2.39,0
QUA_SUP000034_25,SUP000034,Month_25,81.3,2.13,1.49,0
QUA_SUP000034_26,SUP000034,Month_26,83.2,2.86,2.29,0
QUA_SUP000034_27,SUP000034,Month_27,80.3,2.71,1.74,0
QUA_SUP000034_28,SUP000034,Month_28,83.7,2.71,2.1,0
QUA_SUP000034_29,SUP000034,Month_29,83.6,2.34,1.93,0
QUA_SUP000034_30,SUP000034,Month_30,83.1,2.72,2.0,0
QUA_SUP000034_31,SUP000034,Month_31,90.0,2.97,2.55,0
QUA_SUP000034_32,SUP000034,Month_32,80.9,2.76,2.42,0
QUA_SUP000034_33,SUP000034,Month_33,86.4,1.87,1.48,0
QUA_SUP000034_34,SUP000034,Month_34,80.2,2.47,2.14,0
QUA_SUP000034_35,SUP000034,Month_35,80.4,2.79,2.39,0
QUA_SUP000034_36,SUP000034,Month_36,88.4,2.19,1.79,2
QUA_SUP000034_37,SUP000034,Month_37,88.9,2.03,1.3,1
QUA_SUP000034_38,SUP000034,Month_38,82.5,2.39,2.14,0
QUA_SUP000034_39,SUP000034,Month_39,89.4,1.73,1.52,0
QUA_SUP000034_40,SUP000034,Month_40,87.1,1.38,1.16,0
QUA_SUP000034_41,SUP000034,Month_41,91.1,2.16,1.48,0
QUA_SUP000034_42,SUP000034,Month_42,81.9,1.92,1.39,0
QUA_SUP000034_43,SUP000034,Month_43,81.3,2.55,2.04,0
QUA_SUP000034_44,SUP000034,Month_44,84.9,2.41,1.8,0
QUA_SUP000034_45,SUP000034,Month_45,80.5,2.87,1.84,2
QUA_SUP000034_46,SUP000034,Month_46,88.0,1.06,0.91,0
QUA_SUP000034_47,SUP000034,Month_47,82.7,2.27,1.51,0
QUA_SUP000034_48,SUP000034,Month_48,91.3,1.2,0.74,0
QUA_SUP000034_49,SUP000034,Month_49,80.1,2.83,2.22,0
QUA_SUP000034_50,SUP000034,Month_50,84.8,1.95,1.75,0
QUA_SUP000034_51,SUP000034,Month_51,85.3,2.89,1.91,0
QUA_SUP000034_52,SUP000034,Month_52,85.3,1.59,1.07,0
QUA_SUP000034_53,SUP000034,Month_53,82.7,2.79,1.98,2
QUA_SUP000034_54,SUP000034,Month_54,85.8,1.92,1.21,0
QUA_SUP000034_55,SUP000034,Month_55,87.5,1.01,0.73,0
QUA_SUP000034_56,SUP000034,Month_56,90.3,1.98,1.36,0
QUA_SUP000034_57,SUP000034,Month_57,90.3,1.39,1.0,0
